Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
2017-06-29,1050.0,1064.0,1037.1,1046.8,1043.1,540767.0,5675.52
2017-06-30,1042.85,1118.4,1026.0,1110.0,1110.9,1273950.0,13815.38
2017-07-03,1121.7,1178.7,1103.8,1159.2,1165.35,1973841.0,22520.36
2017-07-04,1165.95,1179.0,1130.0,1139.95,1138.4,1261331.0,14518.37
2017-07-05,1146.0,1152.4,1123.1,1127.45,1133.1,956916.0,10874.26
2017-07-06,1135.0,1150.0,1129.85,1131.0,1133.15,450251.0,5125.23
2017-07-07,1134.0,1158.4,1120.0,1148.0,1148.6,714651.0,8108.03
2017-07-10,1160.0,1165.0,1146.0,1147.6,1148.95,125488.0,1451.47
2017-07-11,1158.0,1163.7,1127.65,1129.0,1130.5,444905.0,5066.08
2017-07-12,1139.0,1139.0,1098.4,1107.0,1104.1,423580.0,4719.48
2017-07-13,1112.0,1130.4,1107.8,1122.95,1126.1,406235.0,4545.15
2017-07-14,1139.0,1149.85,1120.7,1122.25,1130.05,548385.0,6228.12
2017-07-17,1131.0,1141.2,1106.55,1119.0,1124.4,543758.0,6109.11
2017-07-18,1114.25,1206.8,1114.25,1174.0,1184.5,1684951.0,19613.72
2017-07-19,1180.0,1232.9,1171.3,1196.95,1212.8,2325934.0,27916.64
2017-07-20,1198.0,1258.0,1190.05,1245.0,1248.8,1547658.0,18998.98
2017-07-21,1253.6,1282.3,1240.0,1260.0,1270.15,884765.0,11206.33
2017-07-24,1267.8,1313.0,1261.35,1300.0,1299.95,932101.0,12069.66
2017-07-25,1302.8,1361.5,1282.0,1325.0,1321.25,1287688.0,17140.37
2017-07-26,1329.95,1383.0,1325.0,1369.0,1370.8,1312728.0,17822.21
2017-07-27,1379.8,1433.0,1291.0,1296.0,1352.35,3475858.0,48150.56
2017-07-28,1279.6,1314.95,1255.0,1298.2,1305.75,1082142.0,14023.29
2017-07-31,1314.8,1436.3,1308.0,1417.0,1415.35,1954916.0,26917.04
2017-08-01,1420.0,1469.85,1385.15,1440.0,1444.4,1436011.0,20505.82
2017-08-02,1450.2,1468.65,1371.55,1377.2,1381.5,2473414.0,34514.36
2017-08-03,1381.55,1432.0,1373.0,1401.95,1399.25,2174507.0,30686.76
2017-08-04,1390.0,1436.7,1390.0,1411.0,1415.35,1161575.0,16433.69
2017-08-07,1424.0,1465.0,1415.1,1457.0,1457.9,923138.0,13376.07
2017-08-08,1458.2,1505.75,1451.05,1465.0,1466.65,1281259.0,18992.15
2017-08-09,1468.0,1476.75,1421.0,1430.0,1442.0,621452.0,9016.32
2017-08-10,1425.0,1451.5,1330.5,1365.0,1358.25,941468.0,13338.65
2017-08-11,1354.7,1396.8,1250.0,1389.95,1375.15,652327.0,8889.46
2017-08-14,1395.0,1458.25,1395.0,1430.0,1431.1,792037.0,11327.05
2017-08-16,1437.9,1463.4,1425.05,1434.95,1435.7,515837.0,7461.54
2017-08-17,1454.9,1467.65,1401.55,1423.7,1414.95,448524.0,6447.26
2017-08-18,1411.0,1426.5,1362.05,1418.0,1418.55,494802.0,6915.63
2017-08-21,1424.0,1445.0,1386.05,1399.25,1395.6,444257.0,6264.06
2017-08-22,1407.5,1419.6,1382.0,1385.25,1389.1,416179.0,5828.63
2017-08-23,1397.0,1416.95,1391.0,1406.45,1405.4,419290.0,5878.76
2017-08-24,1406.0,1448.8,1402.2,1438.95,1435.5,470183.0,6691.8
2017-08-28,1443.0,1457.35,1416.95,1451.0,1452.05,457642.0,6575.04
2017-08-29,1451.0,1474.7,1435.0,1438.0,1442.05,686531.0,10018.02
2017-08-30,1453.95,1477.35,1438.0,1470.0,1470.3,628978.0,9228.23
2017-08-31,147.95,156.0,145.1,146.6,149.65,16417512.0,24607.48
2017-09-01,145.8,148.15,142.15,143.25,143.4,4677647.0,6754.42
2017-09-04,143.1,147.2,141.3,142.75,143.0,3562807.0,5123.06
2017-09-05,143.7,147.4,143.4,145.6,146.1,8855330.0,12853.33
2017-09-06,144.65,145.8,143.0,143.05,143.7,3982986.0,5741.17
2017-09-07,144.9,147.8,144.35,145.8,146.65,5197117.0,7607.27
2017-09-08,146.95,149.9,144.65,145.5,145.65,3975419.0,5845.46
2017-09-11,146.8,146.8,143.5,144.65,144.55,4841112.0,7032.06
2017-09-12,145.4,145.6,143.5,144.1,144.4,3512583.0,5062.87
2017-09-13,145.0,147.0,143.5,144.3,144.7,3702880.0,5357.79
2017-09-14,144.85,148.65,143.8,144.45,144.5,5181848.0,7534.43
2017-09-15,143.9,147.7,143.6,147.1,146.95,3904855.0,5722.85
2017-09-18,148.0,160.15,146.1,159.45,158.85,12238658.0,19038.77
2017-09-19,159.9,159.95,153.1,153.5,154.6,4147942.0,6440.74
2017-09-20,155.5,156.2,150.5,150.9,152.05,3633181.0,5527.01
2017-09-21,152.45,152.45,146.8,150.9,149.5,3961047.0,5898.94
2017-09-22,149.05,151.9,142.3,142.8,143.4,3926805.0,5736.9
2017-09-25,142.85,144.95,87.15,117.8,119.85,39204342.0,46947.22
2017-09-26,120.0,131.5,120.0,123.5,125.85,13181077.0,16587.51
2017-09-27,126.45,129.7,122.1,124.55,124.65,8485749.0,10679.73
2017-09-28,126.5,130.0,122.3,129.95,128.9,15396933.0,19461.12
2017-09-29,130.0,133.3,127.9,129.0,128.6,5288405.0,6930.25
2017-10-03,130.0,131.7,125.0,126.3,126.9,5889377.0,7515.09
2017-10-04,127.4,128.0,125.05,125.4,126.25,5593842.0,7065.32
2017-10-05,125.5,130.8,125.45,126.6,126.4,5179271.0,6610.96
2017-10-06,127.0,128.75,126.55,127.45,127.0,5440769.0,6918.83
2017-10-09,127.5,128.5,125.15,126.05,126.0,7536930.0,9510.59
2017-10-10,127.0,128.3,126.1,126.35,126.55,5495729.0,6955.48
2017-10-11,127.35,128.2,122.45,125.0,125.2,7663591.0,9640.79
2017-10-12,125.85,127.0,125.3,125.6,126.0,4416610.0,5572.17
2017-10-13,126.9,129.7,125.6,127.45,128.0,6716084.0,8579.96
2017-10-16,129.0,129.85,125.8,126.0,126.7,3350350.0,4262.72
2017-10-17,127.7,131.4,126.25,128.2,128.85,5873713.0,7552.29
2017-10-18,129.3,133.8,127.1,131.0,131.5,4911927.0,6446.06
2017-10-19,131.85,138.7,127.4,127.85,131.15,1442015.0,1912.39
2017-10-23,131.4,131.4,127.7,128.1,128.2,4579931.0,5905.69
2017-10-24,129.4,130.8,127.9,129.9,129.85,3303272.0,4254.75
2017-10-25,133.65,133.65,126.05,128.0,127.6,3184600.0,4102.25
2017-10-26,128.7,134.95,125.35,131.15,130.75,25483903.0,33023.77
2017-10-27,131.95,133.1,127.3,128.7,128.2,3433463.0,4461.13
2017-10-30,129.5,129.5,126.25,127.0,127.0,3984759.0,5069.07
2017-10-31,128.4,128.45,126.5,127.0,127.1,3114332.0,3954.37
2017-11-01,127.9,132.15,125.0,131.8,131.7,5714790.0,7349.45
2017-11-02,132.4,159.9,131.3,155.8,157.95,29263145.0,44324.36
2017-11-03,155.7,171.85,154.4,167.8,167.9,23903449.0,39901.56
2017-11-06,167.9,195.9,165.0,184.65,186.95,31073182.0,58072.69
2017-11-07,188.15,194.45,182.2,185.4,185.9,14885048.0,27785.8
2017-11-08,187.6,191.5,182.4,182.5,183.95,6886900.0,12746.8
2017-11-09,184.55,184.85,176.4,178.4,178.35,4934175.0,8823.34
2017-11-10,178.65,183.6,176.3,178.3,178.4,4378972.0,7865.33
2017-11-13,178.5,181.6,176.65,178.25,178.4,3387280.0,6076.74
2017-11-14,178.9,181.0,175.65,176.1,176.9,4621829.0,8193.85
2017-11-15,178.0,184.8,174.35,176.0,175.85,4596285.0,8185.78
2017-11-16,176.4,184.95,176.05,178.2,179.25,9039726.0,16313.01
2017-11-17,180.75,184.3,178.05,178.45,180.15,4186930.0,7615.75
2017-11-20,179.1,182.45,177.0,178.0,180.0,4669864.0,8396.68
2017-11-21,182.0,183.0,177.1,178.6,178.45,3910920.0,7022.41
2017-11-22,179.6,180.5,177.05,177.75,178.05,3397683.0,6053.02
2017-11-23,179.0,179.8,176.55,176.55,176.8,3029559.0,5371.56
2017-11-24,177.8,178.9,171.9,176.0,174.95,7076185.0,12402.74
2017-11-27,175.7,176.55,173.0,173.0,173.2,4282346.0,7432.34
2017-11-28,174.0,177.5,172.05,172.25,172.95,3558274.0,6158.31
2017-11-29,173.05,175.0,172.0,172.15,172.15,3930895.0,6792.25
2017-11-30,172.0,172.85,170.0,170.5,170.05,9799447.0,16722.34
2017-12-01,170.0,173.2,163.55,164.8,165.15,4689488.0,7895.59
2017-12-04,166.8,167.15,163.45,164.05,164.4,9085035.0,14985.93
2017-12-05,164.3,165.6,161.3,161.75,162.05,5901326.0,9617.55
2017-12-06,162.6,171.5,160.0,162.0,163.5,11088997.0,18120.01
2017-12-07,162.0,167.4,159.85,161.05,161.35,6751729.0,10932.96
2017-12-08,162.2,164.3,161.05,162.5,162.7,6364344.0,10322.51
2017-12-11,162.6,165.7,161.05,162.35,162.25,3378997.0,5507.69
2017-12-12,163.0,164.1,160.6,161.25,161.45,4166214.0,6757.33
2017-12-13,161.9,163.5,160.45,160.45,160.9,4468777.0,7217.46
2017-12-14,161.85,162.1,158.3,158.3,160.05,3588346.0,5754.83
2017-12-15,161.4,167.0,161.0,162.95,163.4,5139048.0,8426.93
2017-12-18,163.4,173.7,159.9,163.0,164.1,7982162.0,13266.11
2017-12-19,164.4,167.65,161.5,164.0,164.65,5150832.0,8458.79
2017-12-20,164.4,166.3,163.0,163.05,164.05,3979954.0,6545.22
2017-12-21,164.0,165.4,161.75,162.25,162.4,3674321.0,5995.23
2017-12-22,162.9,164.5,161.6,163.5,163.15,3308611.0,5381.12
2017-12-26,163.8,169.4,163.0,166.5,165.6,5072573.0,8383.19
2017-12-27,166.4,168.5,165.0,165.8,165.7,3137792.0,5236.42
2017-12-28,165.95,168.2,160.0,161.55,163.8,15805739.0,26108.77
2017-12-29,163.0,164.35,98.3,141.0,141.15,106407099.0,138521.81
2018-01-01,145.0,156.5,143.05,147.05,146.9,21115914.0,31900.71
2018-01-02,149.9,151.25,141.35,143.05,143.0,10284494.0,14861.45
2018-01-03,144.1,148.8,142.35,144.4,143.95,6169377.0,8940.7
2018-01-04,144.9,145.75,142.15,142.75,142.55,3777693.0,5404.22
2018-01-05,143.75,144.8,142.25,142.3,142.8,3527275.0,5052.79
2018-01-08,143.65,146.4,142.5,142.85,143.2,3991160.0,5744.11
2018-01-09,143.5,149.7,142.8,145.5,145.15,10050105.0,14646.55
2018-01-10,145.8,145.95,143.5,145.0,144.8,3633900.0,5251.73
2018-01-11,144.8,146.0,142.95,143.15,143.5,3404908.0,4915.36
2018-01-12,143.4,144.6,140.55,140.75,141.35,3661857.0,5225.86
2018-01-15,141.85,143.9,139.75,141.3,141.1,4480394.0,6329.04
2018-01-16,141.95,148.0,140.85,145.2,144.15,5832602.0,8387.95
2018-01-17,145.55,146.65,142.6,144.9,144.95,3399040.0,4930.8
2018-01-18,145.9,146.15,141.9,142.65,142.6,3636934.0,5250.4
2018-01-19,142.6,144.75,141.55,144.0,143.75,3039908.0,4352.65
2018-01-22,144.0,149.55,142.45,148.0,147.15,5243168.0,7664.54
2018-01-23,147.15,150.9,146.35,147.8,147.85,5639788.0,8373.96
2018-01-24,146.4,156.45,145.0,154.0,154.3,6825347.0,10414.7
2018-01-25,155.65,163.4,155.15,157.15,158.2,10972226.0,17487.91
2018-01-29,158.15,162.35,156.4,158.2,157.85,3713545.0,5893.63
2018-01-30,155.35,159.15,154.3,157.5,157.35,3473181.0,5462.35
2018-01-31,155.1,158.5,153.2,154.0,156.2,3192112.0,4993.47
2018-02-01,155.5,161.7,153.0,159.25,159.2,3754337.0,5882.82
2018-02-02,157.0,158.6,151.5,152.45,152.55,3802629.0,5870.14
2018-02-05,149.8,158.9,149.8,155.75,155.65,3822071.0,5949.29
2018-02-06,150.5,155.65,149.25,151.0,151.55,4623145.0,7027.84
2018-02-07,153.5,155.25,151.2,153.9,153.85,3990786.0,6119.83
2018-02-08,154.8,158.75,154.0,156.5,156.05,3798089.0,5912.86
2018-02-09,153.0,158.4,152.7,158.0,157.3,3127079.0,4894.6
2018-02-12,158.8,161.5,156.5,156.7,158.25,6324920.0,10081.84
2018-02-14,158.25,160.75,157.15,157.8,158.3,5251866.0,8348.31
2018-02-15,161.0,167.85,160.0,162.2,161.6,6434209.0,10510.71
2018-02-16,162.9,163.7,159.05,160.25,160.4,3338767.0,5374.28
2018-02-19,161.65,162.0,158.5,160.4,160.35,3668346.0,5867.53
2018-02-20,161.0,161.75,158.75,158.75,159.3,3084999.0,4953.47
2018-02-21,159.3,160.8,158.6,158.95,159.35,3126464.0,4992.54
2018-02-22,159.0,160.9,156.6,157.35,157.3,4997455.0,7943.68
2018-02-23,157.8,161.85,157.25,160.2,160.65,3190087.0,5103.01
2018-02-26,161.75,162.1,160.15,161.7,161.3,3389578.0,5454.21
2018-02-27,161.3,162.3,155.1,157.45,156.0,6023690.0,9542.51
2018-02-28,156.05,160.0,156.0,158.5,158.4,3150742.0,4990.24
2018-03-01,158.4,159.2,157.0,157.05,157.55,3448104.0,5450.21
2018-03-05,158.0,158.35,154.75,155.05,155.35,4056020.0,6340.61
2018-03-06,156.5,156.85,153.75,153.75,154.45,3548167.0,5514.6
2018-03-07,154.4,155.2,150.75,152.6,152.85,3329448.0,5083.64
2018-03-08,153.3,154.2,150.5,153.35,152.6,3876989.0,5904.45
2018-03-09,152.95,153.85,152.0,152.3,152.7,2932750.0,4480.32
2018-03-12,153.0,153.9,151.0,153.7,152.95,3079179.0,4691.01
2018-03-13,152.95,153.55,151.2,152.6,152.15,3036287.0,4625.25
2018-03-14,152.0,152.55,150.75,151.0,151.55,3334876.0,5058.82
2018-03-15,152.05,152.85,151.55,152.15,151.7,4549042.0,6910.01
2018-03-16,152.0,152.55,149.0,149.3,150.1,3974462.0,6006.86
2018-03-19,149.9,152.8,148.25,150.15,149.1,3669098.0,5496.63
2018-03-20,150.0,151.15,148.0,149.8,149.65,3660047.0,5466.93
2018-03-21,150.4,151.2,149.75,150.0,150.25,5952052.0,8945.28
2018-03-22,150.05,150.8,149.25,150.5,150.25,4747313.0,7129.17
2018-03-23,149.9,150.05,148.0,148.85,149.55,3263189.0,4860.49
2018-03-26,149.95,153.0,148.85,148.95,149.3,8220288.0,12303.42
2018-03-27,149.85,154.8,149.0,150.55,152.2,6945363.0,10506.16
2018-03-28,151.05,151.3,145.15,148.35,148.5,6737391.0,10001.98
2018-04-02,149.25,154.45,149.0,151.65,152.05,27000107.0,41017.59
2018-04-03,153.6,161.9,151.45,157.85,158.45,34434896.0,53662.32
2018-04-04,161.95,164.0,156.0,159.0,158.7,6291644.0,10105.0
2018-04-05,161.0,164.7,160.05,164.25,163.4,5697227.0,9232.31
2018-04-06,164.25,168.5,161.4,166.5,166.95,4319976.0,7143.89
2018-04-09,166.95,169.0,165.25,167.4,166.75,3308531.0,5545.72
2018-04-10,167.3,170.7,165.25,167.8,167.65,4730408.0,7885.95
2018-04-11,168.25,172.4,166.1,171.1,171.25,3941891.0,6663.22
2018-04-12,170.6,173.6,169.25,171.0,170.6,3378207.0,5785.33
2018-04-13,171.5,173.0,169.55,171.95,172.3,3477531.0,5946.99
2018-04-16,170.25,171.85,168.25,170.7,170.75,5158475.0,8761.15
2018-04-17,170.7,171.3,168.25,171.3,170.5,3722694.0,6303.06
2018-04-18,170.9,171.55,169.0,169.0,169.65,4418260.0,7521.56
2018-04-19,171.0,171.5,168.75,170.0,170.25,3845393.0,6550.02
2018-04-20,170.0,174.5,169.5,171.0,171.15,6156900.0,10566.84
2018-04-23,171.15,173.6,169.25,169.6,169.6,4565967.0,7798.83
2018-04-24,169.6,172.45,168.75,169.25,170.35,3632249.0,6198.36
2018-04-25,170.0,171.05,169.25,169.6,169.4,2918085.0,4959.87
2018-04-26,170.0,170.45,166.5,167.4,167.25,5566456.0,9359.48
2018-04-27,168.5,168.5,166.55,167.5,167.5,3608618.0,6037.49
2018-04-30,168.5,169.7,166.5,167.0,167.4,3056024.0,5118.11
2018-05-02,167.1,167.6,163.55,165.05,164.85,4099814.0,6796.51
2018-05-03,166.3,166.9,152.75,163.0,162.85,8323164.0,13457.17
2018-05-04,163.0,168.8,161.6,168.1,167.8,4514600.0,7465.87
2018-05-07,167.1,171.0,167.1,168.5,168.1,3989381.0,6737.15
2018-05-08,168.3,169.5,167.0,168.8,169.05,3519454.0,5935.81
2018-05-09,168.75,169.35,168.0,168.1,168.45,3040280.0,5132.24
2018-05-10,168.1,169.6,167.05,167.5,167.65,6233406.0,10466.66
2018-05-11,172.0,172.05,165.55,167.5,167.45,4587501.0,7682.72
2018-05-14,167.0,168.35,165.75,166.7,166.95,4597644.0,7656.29
2018-05-15,167.0,167.55,166.0,166.0,166.45,2945130.0,4915.06
2018-05-16,167.0,168.25,165.5,165.7,165.9,2871423.0,4772.84
2018-05-17,166.0,166.85,164.5,165.8,165.15,4108965.0,6809.69
2018-05-18,165.8,166.8,164.0,165.0,165.35,3759334.0,6201.38
2018-05-21,165.05,166.1,163.3,164.0,164.2,3481910.0,5739.18
2018-05-22,165.6,165.6,163.75,165.6,164.55,3193809.0,5245.58
2018-05-23,164.95,165.4,163.8,164.5,164.6,3207739.0,5273.77
2018-05-24,165.2,165.35,163.6,163.65,164.1,3469644.0,5697.02
2018-05-25,164.7,165.15,164.0,164.6,164.65,3120505.0,5136.29
2018-05-28,164.5,167.9,164.5,165.5,166.3,4653527.0,7721.17
2018-05-29,166.0,170.4,166.0,169.3,168.45,5151752.0,8647.25
2018-05-30,169.45,172.4,169.0,170.5,170.5,4698785.0,8030.58
2018-05-31,171.5,173.8,169.4,170.0,170.1,5882973.0,10103.96
2018-06-01,169.8,171.4,167.6,168.5,168.65,4830153.0,8169.77
2018-06-04,168.5,169.65,160.9,161.1,162.6,6001492.0,9954.98
2018-06-05,161.6,162.0,150.1,155.5,154.25,5574260.0,8627.31
2018-06-06,154.9,155.7,149.0,150.0,149.5,6920036.0,10466.23
2018-06-07,149.9,156.7,146.6,152.4,152.8,9886484.0,15074.58
2018-06-08,152.9,156.4,150.1,150.2,151.2,8277271.0,12640.69
2018-06-11,152.0,155.0,150.65,151.5,151.35,9148205.0,13925.18
2018-06-12,152.0,153.0,150.9,152.5,152.0,7207882.0,10959.64
2018-06-13,152.0,156.7,151.85,154.3,153.9,10175494.0,15573.46
2018-06-14,154.0,154.5,150.8,151.9,152.0,10223066.0,15579.83
2018-06-15,153.0,154.7,152.0,152.8,153.05,10715617.0,16371.48
2018-06-18,153.5,155.3,150.95,153.15,153.15,12661283.0,19344.63
2018-06-19,153.0,155.8,151.6,155.0,154.05,15960235.0,24552.02
2018-06-20,155.25,157.4,152.55,156.8,156.25,9821381.0,15205.97
2018-06-21,155.5,156.95,150.8,155.0,154.95,13778143.0,21218.83
2018-06-22,154.1,159.2,154.1,159.2,158.1,4340085.0,6788.86
2018-06-25,160.0,161.7,157.15,157.95,157.8,4008816.0,6355.95
2018-06-26,157.1,164.2,157.1,159.0,159.1,8980676.0,14420.05
2018-06-27,160.0,161.0,153.5,156.0,154.95,5749599.0,9007.53
2018-06-28,156.0,159.3,154.05,154.25,154.6,8342538.0,12989.44
2018-06-29,156.0,157.4,152.65,154.0,153.45,4384572.0,6761.7
2018-07-02,154.7,154.75,149.1,149.3,151.7,7109291.0,10800.73
2018-07-03,151.8,153.3,150.6,152.45,152.05,5740288.0,8724.29
2018-07-04,151.9,153.65,150.1,151.05,150.95,4695488.0,7136.55
2018-07-05,152.7,152.7,149.1,149.6,150.4,4838466.0,7324.71
2018-07-06,151.7,152.1,150.0,150.75,150.4,4297985.0,6474.89
2018-07-09,152.5,152.75,150.1,150.2,150.55,4165037.0,6296.8
2018-07-10,151.2,155.9,150.5,155.4,154.7,5445516.0,8320.97
2018-07-11,155.05,155.7,152.05,152.65,153.45,4451560.0,6831.7
2018-07-12,153.45,157.65,152.6,155.8,156.3,3797112.0,5891.47
2018-07-13,156.8,162.3,155.0,157.9,157.25,6320579.0,10004.82
2018-07-16,158.4,159.6,153.1,154.45,155.55,3297613.0,5176.03
2018-07-17,154.85,160.95,154.1,158.5,157.85,4164099.0,6563.21
2018-07-18,157.8,159.3,156.1,158.25,158.3,3499319.0,5525.84
2018-07-19,158.7,159.75,156.2,156.8,157.25,3438762.0,5417.9
2018-07-20,157.5,172.95,156.8,164.95,167.85,11951510.0,19469.23
2018-07-23,170.0,174.75,164.25,173.75,173.15,9528442.0,16237.49
2018-07-24,175.0,176.0,172.0,174.15,173.7,4286131.0,7453.69
2018-07-25,174.8,179.6,171.2,177.4,177.4,6653355.0,11764.91
2018-07-26,177.35,187.0,175.45,176.65,182.35,22783133.0,41640.16
2018-07-27,176.4,188.0,174.4,181.95,183.3,6750064.0,12378.01
2018-07-30,182.0,184.35,177.75,183.2,182.05,9297290.0,16873.49
2018-07-31,183.7,183.7,178.1,179.9,179.8,2921489.0,5253.2
2018-08-01,180.0,181.35,177.1,177.75,178.3,3311333.0,5923.35
2018-08-02,178.0,182.0,175.5,181.2,181.3,3507788.0,6246.54
2018-08-03,180.75,189.35,180.75,187.5,187.75,7046960.0,13087.01
2018-08-06,187.85,189.45,183.95,185.0,185.85,3470079.0,6486.32
2018-08-07,184.8,186.4,183.15,184.65,184.5,5916193.0,10919.39
2018-08-08,184.0,190.5,183.55,188.6,189.0,8175339.0,15328.07
2018-08-09,188.95,192.95,187.85,191.35,191.45,6036068.0,11482.59
2018-08-10,192.9,196.8,190.4,194.85,195.1,3668102.0,7067.47
2018-08-13,193.8,197.7,193.2,195.3,196.1,3875472.0,7581.87
2018-08-14,196.25,199.45,196.0,198.9,198.9,3857898.0,7637.44
2018-08-16,195.1,199.95,194.25,196.7,197.65,5199960.0,10286.53
2018-08-17,197.65,202.05,196.05,200.6,201.15,5146947.0,10284.94
2018-08-20,202.0,212.6,201.55,211.0,210.95,5531755.0,11498.84
2018-08-21,214.0,215.55,208.0,209.2,209.35,5242189.0,11006.0
2018-08-23,210.9,217.25,208.5,213.9,213.15,3732268.0,7920.66
2018-08-24,214.7,224.3,213.3,221.8,222.4,7207216.0,15847.43
2018-08-27,222.6,227.9,222.05,226.7,226.9,4784212.0,10806.38
2018-08-28,228.75,237.3,227.55,234.5,234.75,4544136.0,10578.78
2018-08-29,235.9,239.2,232.25,232.7,233.15,2638500.0,6203.89
2018-08-30,233.0,236.9,225.55,227.05,228.65,24777207.0,56884.57
2018-08-31,228.0,230.75,224.6,228.2,228.2,3677171.0,8392.41
2018-09-03,229.7,237.5,228.65,232.35,231.9,3736608.0,8680.96
2018-09-04,232.5,235.4,226.7,229.3,229.45,2909525.0,6706.08
2018-09-05,229.35,231.55,226.0,229.0,229.15,2275102.0,5215.54
2018-09-06,229.95,233.0,225.5,228.6,228.85,2523472.0,5781.62
2018-09-07,229.95,230.9,226.45,229.3,228.75,3442571.0,7846.92
2018-09-10,229.25,229.8,225.85,226.6,226.55,5954228.0,13540.06
2018-09-11,228.0,230.8,224.35,224.55,225.0,3465139.0,7853.47
2018-09-12,225.7,231.3,223.2,229.75,229.6,3851172.0,8732.94
2018-09-14,231.4,235.95,229.7,235.3,234.95,6678592.0,15638.72
2018-09-17,234.95,240.1,232.0,239.0,239.0,3528600.0,8379.81
2018-09-18,239.0,242.7,236.1,237.7,237.6,2084338.0,4992.39
2018-09-19,239.0,239.65,230.35,235.15,234.9,3357625.0,7898.64
